NACA 0030
    1.000000      0.3150000E-02
   0.9864610      0.7859690E-02
   0.9690127      0.1381543E-01
   0.9495641      0.2030785E-01
   0.9282326      0.2725808E-01
   0.9052655      0.3454882E-01
   0.8809843      0.4204735E-01
   0.8557184      0.4962883E-01
   0.8297583      0.5718993E-01
   0.8033388      0.6465157E-01
   0.7766422      0.7195519E-01
   0.7498099      0.7905712E-01
   0.7229545      0.8592352E-01
   0.6961694      0.9252678E-01
   0.6695349      0.9884323E-01
   0.6431230      0.1048518    
   0.6169988      0.1105334    
   0.5912221      0.1158709    
   0.5658477      0.1208487    
   0.5409259      0.1254535    
   0.5165020      0.1296737    
   0.4926170      0.1335005    
   0.4693069      0.1369272    
   0.4466033      0.1399500    
   0.4245334      0.1425674    
   0.4031202      0.1447810    
   0.3823824      0.1465947    
   0.3623351      0.1480152    
   0.3429895      0.1490514    
   0.3243536      0.1497148    
   0.3064318      0.1500188    
   0.2892252      0.1499787    
   0.2727318      0.1496115    
   0.2569467      0.1489355    
   0.2418615      0.1479699    
   0.2274655      0.1467347    
   0.2137448      0.1452503    
   0.2006833      0.1435367    
   0.1882626      0.1416141    
   0.1764623      0.1395016    
   0.1652605      0.1372179    
   0.1546341      0.1347803    
   0.1445591      0.1322051    
   0.1350111      0.1295071    
   0.1259656      0.1267001    
   0.1173982      0.1237962    
   0.1092852      0.1208063    
   0.1016032      0.1177401    
   0.9433011E-01  0.1146059    
   0.8744462E-01  0.1114110    
   0.8092662E-01  0.1081618    
   0.7475716E-01  0.1048634    
   0.6891859E-01  0.1015204    
   0.6339446E-01  0.9813646E-01
   0.5816960E-01  0.9471476E-01
   0.5323008E-01  0.9125783E-01
   0.4856316E-01  0.8776775E-01
   0.4415724E-01  0.8424624E-01
   0.4000186E-01  0.8069471E-01
   0.3608761E-01  0.7711436E-01
   0.3240605E-01  0.7350624E-01
   0.2894970E-01  0.6987131E-01
   0.2571189E-01  0.6621052E-01
   0.2268679E-01  0.6252490E-01
   0.1986920E-01  0.5881555E-01
   0.1725459E-01  0.5508375E-01
   0.1483890E-01  0.5133102E-01
   0.1261852E-01  0.4755912E-01
   0.1059015E-01  0.4377010E-01
   0.8750693E-02  0.3996634E-01
   0.7097155E-02  0.3615055E-01
   0.5626544E-02  0.3232579E-01
   0.4335768E-02  0.2849542E-01
   0.3221537E-02  0.2466310E-01
   0.2280298E-02  0.2083283E-01
   0.1508118E-02  0.1700867E-01
   0.9007117E-03  0.1319508E-01
   0.4533691E-03  0.9396796E-02
   0.1607681E-03  0.5616360E-02
   0.1759964E-04  0.1864735E-02
   0.1759964E-04 -0.1864735E-02
   0.1607681E-03 -0.5616360E-02
   0.4533691E-03 -0.9396796E-02
   0.9007117E-03 -0.1319508E-01
   0.1508118E-02 -0.1700867E-01
   0.2280298E-02 -0.2083283E-01
   0.3221537E-02 -0.2466310E-01
   0.4335768E-02 -0.2849542E-01
   0.5626544E-02 -0.3232579E-01
   0.7097155E-02 -0.3615055E-01
   0.8750693E-02 -0.3996634E-01
   0.1059015E-01 -0.4377010E-01
   0.1261852E-01 -0.4755912E-01
   0.1483890E-01 -0.5133102E-01
   0.1725459E-01 -0.5508375E-01
   0.1986920E-01 -0.5881555E-01
   0.2268679E-01 -0.6252490E-01
   0.2571189E-01 -0.6621052E-01
   0.2894970E-01 -0.6987131E-01
   0.3240605E-01 -0.7350624E-01
   0.3608761E-01 -0.7711436E-01
   0.4000186E-01 -0.8069471E-01
   0.4415724E-01 -0.8424624E-01
   0.4856316E-01 -0.8776775E-01
   0.5323008E-01 -0.9125783E-01
   0.5816960E-01 -0.9471476E-01
   0.6339446E-01 -0.9813646E-01
   0.6891859E-01 -0.1015204    
   0.7475716E-01 -0.1048634    
   0.8092662E-01 -0.1081618    
   0.8744462E-01 -0.1114110    
   0.9433011E-01 -0.1146059    
   0.1016032     -0.1177401    
   0.1092852     -0.1208063    
   0.1173982     -0.1237962    
   0.1259656     -0.1267001    
   0.1350111     -0.1295071    
   0.1445591     -0.1322051    
   0.1546341     -0.1347803    
   0.1652605     -0.1372179    
   0.1764623     -0.1395016    
   0.1882626     -0.1416141    
   0.2006833     -0.1435367    
   0.2137448     -0.1452503    
   0.2274655     -0.1467347    
   0.2418615     -0.1479699    
   0.2569467     -0.1489355    
   0.2727318     -0.1496115    
   0.2892252     -0.1499787    
   0.3064318     -0.1500188    
   0.3243536     -0.1497148    
   0.3429895     -0.1490514    
   0.3623351     -0.1480152    
   0.3823824     -0.1465947    
   0.4031202     -0.1447810    
   0.4245334     -0.1425674    
   0.4466033     -0.1399500    
   0.4693069     -0.1369272    
   0.4926170     -0.1335005    
   0.5165020     -0.1296737    
   0.5409259     -0.1254535    
   0.5658477     -0.1208487    
   0.5912221     -0.1158709    
   0.6169988     -0.1105334    
   0.6431230     -0.1048518    
   0.6695349     -0.9884323E-01
   0.6961694     -0.9252678E-01
   0.7229545     -0.8592352E-01
   0.7498099     -0.7905712E-01
   0.7766422     -0.7195519E-01
   0.8033388     -0.6465157E-01
   0.8297583     -0.5718993E-01
   0.8557184     -0.4962883E-01
   0.8809843     -0.4204735E-01
   0.9052655     -0.3454882E-01
   0.9282326     -0.2725808E-01
   0.9495641     -0.2030785E-01
   0.9690127     -0.1381543E-01
   0.9864610     -0.7859690E-02
    1.000000     -0.3150000E-02
